date,discharge (m3/s)
2009/7/29,125
2009/7/30,119
2009/7/31,130
2009/8/1,147
2009/8/2,200
2009/8/3,224
2009/8/4,217
2009/8/5,209
2009/8/6,178
2009/8/7,216
2009/8/8,218
2009/8/9,185
2009/8/10,180
2009/8/11,163
2009/8/12,189
2009/8/13,188
2009/8/14,165
2009/8/15,116
2009/8/16,99.5
2009/8/17,97.1
2009/8/18,91.7
2009/8/19,92.3
2009/8/20,92.4
2009/8/21,96.6
2009/8/22,131
2009/8/23,134
2009/8/24,187
2009/8/25,204
2009/8/26,192
2009/8/27,158
2009/8/28,145
2009/8/29,150
2009/8/30,128
2009/8/31,103
2009/9/1,99.5
2009/9/2,111
2009/9/3,137
2009/9/4,173
2009/9/5,174
2009/9/6,167
2009/9/7,205
2009/9/8,222
2009/9/9,190
2009/9/10,205
2009/9/11,204
2009/9/12,195
2009/9/13,206
2009/9/14,216
2009/9/15,222
2009/9/16,219
2009/9/17,218
2009/9/18,195
2009/9/19,169
2009/9/20,152
2009/9/21,136
2009/9/22,110
2009/9/23,107
2009/9/24,107
2009/9/25,110
2009/9/26,107
2009/9/27,99.7
2009/9/28,91.2
2009/9/29,82.9
2009/9/30,75.8
2009/10/1,76.8
2009/10/2,72.9
2009/10/3,76.6
2009/10/4,80.6
2009/10/5,83.4
2009/10/6,93.5
2009/10/7,113
2009/10/8,151
2009/10/9,149
2009/10/10,110
2009/10/11,88.8
2009/10/12,78.3
2009/10/13,72.8
2009/10/14,74.1
2009/10/15,73.8
2009/10/16,72.2
2009/10/17,67.7
2009/10/18,69.5
2009/10/19,69.6
2009/10/20,68.4
2009/10/21,68.1
2009/10/22,68
2009/10/23,69.4
2009/10/24,72.1
2009/10/25,71.1
2009/10/26,71.5
2009/10/27,69.5
2009/10/28,71.2
2009/10/29,67.2
2009/10/30,67.4
2009/10/31,62.7
2009/11/1,4.135143054
2009/11/2,4.135143054
2009/11/3,4.135143054
2009/11/4,4.135143054
2009/11/5,4.135143054
2009/11/6,4.135143054
2009/11/7,4.135143054
2009/11/8,4.135143054
2009/11/9,4.135143054
2009/11/10,4.135143054
2009/11/11,4.135143054
2009/11/12,4.135143054
2009/11/13,4.135143054
2009/11/14,4.135143054
2009/11/15,4.135143054
2009/11/16,4.135143054
2009/11/17,4.135143054
2009/11/18,4.135143054
2009/11/19,4.135143054
2009/11/20,4.135143054
2009/11/21,4.135143054
2009/11/22,4.135143054
2009/11/23,4.135143054
2009/11/24,4.135143054
2009/11/25,4.135143054
2009/11/26,4.135143054
2009/11/27,4.135143054
2009/11/28,4.135143054
2009/11/29,4.135143054
2009/11/30,4.135143054
2009/12/1,0
2009/12/2,0
2009/12/3,0
2009/12/4,0
2009/12/5,0
2009/12/6,0
2009/12/7,0
2009/12/8,0
2009/12/9,0
2009/12/10,0
2009/12/11,0
2009/12/12,0
2009/12/13,0
2009/12/14,0
2009/12/15,0
2009/12/16,0
2009/12/17,0
2009/12/18,0
2009/12/19,0
2009/12/20,0
2009/12/21,0
2009/12/22,0
2009/12/23,0
2009/12/24,0
2009/12/25,0
2009/12/26,0
2009/12/27,0
2009/12/28,0
2009/12/29,0
2009/12/30,0
2009/12/31,0
2010/1/1,0
2010/1/2,0
2010/1/3,0
2010/1/4,0
2010/1/5,0
2010/1/6,0
2010/1/7,0
2010/1/8,0
2010/1/9,0
2010/1/10,0
2010/1/11,0
2010/1/12,0
2010/1/13,0
2010/1/14,0
2010/1/15,0
2010/1/16,0
2010/1/17,0
2010/1/18,0
2010/1/19,0
2010/1/20,0
2010/1/21,0
2010/1/22,0
2010/1/23,0
2010/1/24,0
2010/1/25,0
2010/1/26,0
2010/1/27,0
2010/1/28,0
2010/1/29,0
2010/1/30,0
2010/1/31,0
2010/2/1,0
2010/2/2,0
2010/2/3,0
2010/2/4,0
2010/2/5,0
2010/2/6,0
2010/2/7,0
2010/2/8,0
2010/2/9,0
2010/2/10,0
2010/2/11,0
2010/2/12,0
2010/2/13,0
2010/2/14,0
2010/2/15,0
2010/2/16,0
2010/2/17,0
2010/2/18,0
2010/2/19,0
2010/2/20,0
2010/2/21,0
2010/2/22,0
2010/2/23,0
2010/2/24,0
2010/2/25,0
2010/2/26,0
2010/2/27,0
2010/2/28,0
2010/3/1,3.442779464
2010/3/2,3.442779464
2010/3/3,3.442779464
2010/3/4,3.442779464
2010/3/5,3.442779464
2010/3/6,3.442779464
2010/3/7,3.442779464
2010/3/8,3.442779464
2010/3/9,3.442779464
2010/3/10,3.442779464
2010/3/11,3.442779464
2010/3/12,3.442779464
2010/3/13,3.442779464
2010/3/14,3.442779464
2010/3/15,3.442779464
2010/3/16,3.442779464
2010/3/17,3.442779464
2010/3/18,3.442779464
2010/3/19,3.442779464
2010/3/20,3.442779464
2010/3/21,3.442779464
2010/3/22,3.442779464
2010/3/23,3.442779464
2010/3/24,3.442779464
2010/3/25,3.442779464
2010/3/26,3.442779464
2010/3/27,3.442779464
2010/3/28,3.442779464
2010/3/29,3.442779464
2010/3/30,3.442779464
2010/3/31,3.442779464
2010/4/1,14.23015512
2010/4/2,14.23015512
2010/4/3,14.23015512
2010/4/4,14.23015512
2010/4/5,14.23015512
2010/4/6,14.23015512
2010/4/7,14.23015512
2010/4/8,14.23015512
2010/4/9,14.23015512
2010/4/10,14.23015512
2010/4/11,14.23015512
2010/4/12,14.23015512
2010/4/13,14.23015512
2010/4/14,14.23015512
2010/4/15,14.23015512
2010/4/16,14.23015512
2010/4/17,14.23015512
2010/4/18,14.23015512
2010/4/19,14.23015512
2010/4/20,14.23015512
2010/4/21,14.23015512
2010/4/22,14.23015512
2010/4/23,14.23015512
2010/4/24,14.23015512
2010/4/25,14.23015512
2010/4/26,14.23015512
2010/4/27,14.23015512
2010/4/28,14.23015512
2010/4/29,14.23015512
2010/4/30,14.23015512
2010/5/1,38
2010/5/2,39.2
2010/5/3,40.5
2010/5/4,38.4
2010/5/5,37.8
2010/5/6,38.7
2010/5/7,38.8
2010/5/8,41.8
2010/5/9,42.8
2010/5/10,43.6
2010/5/11,43.4
2010/5/12,35.6
2010/5/13,33.9
2010/5/14,31.9
2010/5/15,39.8
2010/5/16,30.6
2010/5/17,30.2
2010/5/18,28.9
2010/5/19,27.9
2010/5/20,27.7
2010/5/21,29.6
2010/5/22,28.2
2010/5/23,22.3
2010/5/24,22.6
2010/5/25,23.6
2010/5/26,22.6
2010/5/27,21.3
2010/5/28,19.9
2010/5/29,18.5
2010/5/30,19
2010/5/31,19.3
2010/6/1,20.9
2010/6/2,22.2
2010/6/3,21.2
2010/6/4,21.7
2010/6/5,21.9
2010/6/6,22.3
2010/6/7,23
2010/6/8,23.4
2010/6/9,22.1
2010/6/10,21.2
2010/6/11,23.9
2010/6/12,27.1
2010/6/13,30
2010/6/14,29.8
2010/6/15,32.6
2010/6/16,33.8
2010/6/17,34
2010/6/18,27.4
2010/6/19,31
2010/6/20,46.2
2010/6/21,40.1
2010/6/22,37.9
2010/6/23,42.8
2010/6/24,47
2010/6/25,49.1
2010/6/26,56.4
2010/6/27,62.1
2010/6/28,60.9
2010/6/29,72.7
2010/6/30,76.2
2010/7/1,96.4
2010/7/2,91.5
2010/7/3,98.4
2010/7/4,93.6
2010/7/5,98.8
2010/7/6,144
2010/7/7,111
2010/7/8,90.3
2010/7/9,132
2010/7/10,165
2010/7/11,148
2010/7/12,142
2010/7/13,127
2010/7/14,116
2010/7/15,143
2010/7/16,174
2010/7/17,192
2010/7/18,208
2010/7/19,207
2010/7/20,138
2010/7/21,127
2010/7/22,156
2010/7/23,174
2010/7/24,168
2010/7/25,159
2010/7/26,154
2010/7/27,185
2010/7/28,163
2010/7/29,161
2010/7/30,174
2010/7/31,165
2010/8/1,166
2010/8/2,163
2010/8/3,161
2010/8/4,159
2010/8/5,182
2010/8/6,172
2010/8/7,144
2010/8/8,151
2010/8/9,156
2010/8/10,185
2010/8/11,260
2010/8/12,317
2010/8/13,308
2010/8/14,384
2010/8/15,345
2010/8/16,247
2010/8/17,245
2010/8/18,285
2010/8/19,288
2010/8/20,249
2010/8/21,238
2010/8/22,292
2010/8/23,286
2010/8/24,228
2010/8/25,221
2010/8/26,260
2010/8/27,278
2010/8/28,209
2010/8/29,200
2010/8/30,259
2010/8/31,283
2010/9/1,207
2010/9/2,173
2010/9/3,146
2010/9/4,124
2010/9/5,144
2010/9/6,128
2010/9/7,93.2
2010/9/8,76.6
2010/9/9,72.5
2010/9/10,82.2
2010/9/11,79.8
2010/9/12,73.8
2010/9/13,69
2010/9/14,66
2010/9/15,75.3
2010/9/16,81.9
2010/9/17,83.7
2010/9/18,86.1
2010/9/19,91
2010/9/20,83.6
2010/9/21,85.2
2010/9/22,100
2010/9/23,127
2010/9/24,120
2010/9/25,152
2010/9/26,173
2010/9/27,153
2010/9/28,115
2010/9/29,109
2010/9/30,100
2010/10/1,87.5
2010/10/2,79.4
2010/10/3,81.2
2010/10/4,83.4
2010/10/5,79.5
2010/10/6,73.3
2010/10/7,66.2
2010/10/8,62.5
2010/10/9,62.5
2010/10/10,62.7
2010/10/11,59.1
2010/10/12,51.7
2010/10/13,52.5
2010/10/14,53.7
2010/10/15,54.6
2010/10/16,53.8
2010/10/17,45.3
2010/10/18,41.6
2010/10/19,40.5
2010/10/20,42.9
2010/10/21,42.4
2010/10/22,41.2
2010/10/23,41.8
2010/10/24,37.6
2010/10/25,35
2010/10/26,31.7
2010/10/27,32.6
2010/10/28,33.1
2010/10/29,25.2
2010/10/30,28.4
2010/10/31,30.3
2010/11/1,3.55753878
2010/11/2,3.55753878
2010/11/3,3.55753878
2010/11/4,3.55753878
2010/11/5,3.55753878
2010/11/6,3.55753878
2010/11/7,3.55753878
2010/11/8,3.55753878
2010/11/9,3.55753878
2010/11/10,3.55753878
2010/11/11,3.55753878
2010/11/12,3.55753878
2010/11/13,3.55753878
2010/11/14,3.55753878
2010/11/15,3.55753878
2010/11/16,3.55753878
2010/11/17,3.55753878
2010/11/18,3.55753878
2010/11/19,3.55753878
2010/11/20,3.55753878
2010/11/21,3.55753878
2010/11/22,3.55753878
2010/11/23,3.55753878
2010/11/24,3.55753878
2010/11/25,3.55753878
2010/11/26,3.55753878
2010/11/27,3.55753878
2010/11/28,3.55753878
2010/11/29,3.55753878
2010/11/30,3.55753878
2010/12/1,0
2010/12/2,0
2010/12/3,0
2010/12/4,0
2010/12/5,0
2010/12/6,0
2010/12/7,0
2010/12/8,0
2010/12/9,0
2010/12/10,0
2010/12/11,0
2010/12/12,0
2010/12/13,0
2010/12/14,0
2010/12/15,0
2010/12/16,0
2010/12/17,0
2010/12/18,0
2010/12/19,0
2010/12/20,0
2010/12/21,0
2010/12/22,0
2010/12/23,0
2010/12/24,0
2010/12/25,0
2010/12/26,0
2010/12/27,0
2010/12/28,0
2010/12/29,0
2010/12/30,0
2010/12/31,0
2011/1/1,0
2011/1/2,0
2011/1/3,0
2011/1/4,0
2011/1/5,0
2011/1/6,0
2011/1/7,0
2011/1/8,0
2011/1/9,0
2011/1/10,0
2011/1/11,0
2011/1/12,0
2011/1/13,0
2011/1/14,0
2011/1/15,0
2011/1/16,0
2011/1/17,0
2011/1/18,0
2011/1/19,0
2011/1/20,0
2011/1/21,0
2011/1/22,0
2011/1/23,0
2011/1/24,0
2011/1/25,0
2011/1/26,0
2011/1/27,0
2011/1/28,0
2011/1/29,0
2011/1/30,0
2011/1/31,0
2011/2/1,0
2011/2/2,0
2011/2/3,0
2011/2/4,0
2011/2/5,0
2011/2/6,0
2011/2/7,0
2011/2/8,0
2011/2/9,0
2011/2/10,0
2011/2/11,0
2011/2/12,0
2011/2/13,0
2011/2/14,0
2011/2/15,0
2011/2/16,0
2011/2/17,0
2011/2/18,0
2011/2/19,0
2011/2/20,0
2011/2/21,0
2011/2/22,0
2011/2/23,0
2011/2/24,0
2011/2/25,0
2011/2/26,0
2011/2/27,0
2011/2/28,0
2011/3/1,3.432486573
2011/3/2,3.432486573
2011/3/3,3.432486573
2011/3/4,3.432486573
2011/3/5,3.432486573
2011/3/6,3.432486573
2011/3/7,3.432486573
2011/3/8,3.432486573
2011/3/9,3.432486573
2011/3/10,3.432486573
2011/3/11,3.432486573
2011/3/12,3.432486573
2011/3/13,3.432486573
2011/3/14,3.432486573
2011/3/15,3.432486573
2011/3/16,3.432486573
2011/3/17,3.432486573
2011/3/18,3.432486573
2011/3/19,3.432486573
2011/3/20,3.432486573
2011/3/21,3.432486573
2011/3/22,3.432486573
2011/3/23,3.432486573
2011/3/24,3.432486573
2011/3/25,3.432486573
2011/3/26,3.432486573
2011/3/27,3.432486573
2011/3/28,3.432486573
2011/3/29,3.432486573
2011/3/30,3.432486573
2011/3/31,3.432486573
2011/4/1,14.18761117
2011/4/2,14.18761117
2011/4/3,14.18761117
2011/4/4,14.18761117
2011/4/5,14.18761117
2011/4/6,14.18761117
2011/4/7,14.18761117
2011/4/8,14.18761117
2011/4/9,14.18761117
2011/4/10,14.18761117
2011/4/11,14.18761117
2011/4/12,14.18761117
2011/4/13,14.18761117
2011/4/14,14.18761117
2011/4/15,14.18761117
2011/4/16,14.18761117
2011/4/17,14.18761117
2011/4/18,14.18761117
2011/4/19,14.18761117
2011/4/20,14.18761117
2011/4/21,14.18761117
2011/4/22,14.18761117
2011/4/23,14.18761117
2011/4/24,14.18761117
2011/4/25,14.18761117
2011/4/26,14.18761117
2011/4/27,14.18761117
2011/4/28,14.18761117
2011/4/29,14.18761117
2011/4/30,14.18761117
2011/5/1,53.4
2011/5/2,51.4
2011/5/3,45.2
2011/5/4,44
2011/5/5,45.9
2011/5/6,44
2011/5/7,47.2
2011/5/8,47.2
2011/5/9,45.6
2011/5/10,47
2011/5/11,49.8
2011/5/12,40.4
2011/5/13,39.2
2011/5/14,48.6
2011/5/15,47.6
2011/5/16,43
2011/5/17,42
2011/5/18,45
2011/5/19,47.7
2011/5/20,43
2011/5/21,37
2011/5/22,33.8
2011/5/23,35.5
2011/5/24,39.5
2011/5/25,38.8
2011/5/26,34.3
2011/5/27,30.7
2011/5/28,33
2011/5/29,37.8
2011/5/30,45.2
2011/5/31,57
2011/6/1,60.3
2011/6/2,66.6
2011/6/3,94.8
2011/6/4,113
2011/6/5,102
2011/6/6,79.2
2011/6/7,81.2
2011/6/8,79.2
2011/6/9,68.2
2011/6/10,62.7
2011/6/11,48.5
2011/6/12,45.1
2011/6/13,49.4
2011/6/14,77.2
2011/6/15,134
2011/6/16,146
2011/6/17,138
2011/6/18,108
2011/6/19,99.5
2011/6/20,138
2011/6/21,210
2011/6/22,262
2011/6/23,204
2011/6/24,138
2011/6/25,130
2011/6/26,138
2011/6/27,131
2011/6/28,93.8
2011/6/29,77.2
2011/6/30,71.8
2011/7/1,85.3
2011/7/2,125
2011/7/3,191
2011/7/4,221
2011/7/5,212
2011/7/6,223
2011/7/7,187
2011/7/8,150
2011/7/9,140
2011/7/10,184
2011/7/11,260
2011/7/12,363
2011/7/13,391
2011/7/14,358
2011/7/15,218
2011/7/16,160
2011/7/17,136
2011/7/18,140
2011/7/19,178
2011/7/20,182
2011/7/21,182
2011/7/22,188
2011/7/23,240
2011/7/24,216
2011/7/25,276
2011/7/26,154
2011/7/27,167
2011/7/28,169
2011/7/29,154
2011/7/30,158
2011/7/31,156
2011/8/1,172
2011/8/2,149
2011/8/3,236
2011/8/4,217
2011/8/5,201
2011/8/6,136
2011/8/7,104
2011/8/8,86
2011/8/9,78.6
2011/8/10,75.5
2011/8/11,77.6
2011/8/12,79.3
2011/8/13,85
2011/8/14,98.7
2011/8/15,104
2011/8/16,98.5
2011/8/17,119
2011/8/18,170
2011/8/19,197
2011/8/20,196
2011/8/21,192
2011/8/22,237
2011/8/23,226
2011/8/24,180
2011/8/25,147
2011/8/26,111
2011/8/27,99.8
